Venom_LAAO-1	crovir-protein-13246	43.3	270	149	3	237	504	1	268	6.86e-74	234	517	279
Venom_LAAO-1	crovir-protein-13249	54.3	175	77	1	9	180	43	217	1.64e-55	185	517	229
Venom_LAAO-1	crovir-protein-876	50.0	58	29	0	48	105	290	347	2.93e-08	55.8	517	863
Venom_LAAO-1	crovir-protein-5300	59.0	39	16	0	52	90	379	417	5.88e-04	42.0	517	839
Venom_LAAO-2	crovir-protein-3893	87.3	441	31	2	90	507	7	445	2.65e-279	763	508	445
Venom_LAAO-2	crovir-protein-13246	45.5	268	144	2	230	495	1	268	1.68e-79	249	508	279
Venom_LAAO-2	crovir-protein-13249	48.4	190	87	4	17	200	37	221	3.52e-50	171	508	229
Venom_HYAL-1	crovir-protein-13660	93.7	474	0	1	1	474	1	444	0.0	918	475	444
Venom_HYAL-1	crovir-protein-11737	45.4	434	229	3	26	459	9	434	3.14e-132	389	475	450
Venom_HYAL-1	crovir-protein-13626	45.5	420	218	3	26	442	85	496	4.86e-131	389	475	525
Venom_HYAL-1	crovir-protein-13659	43.0	409	225	4	37	445	37	437	3.70e-120	358	475	451
Venom_HYAL-1	crovir-protein-13674	41.6	322	179	6	20	339	22	336	5.45e-81	254	475	353
Venom_SVSP-1	crovir-protein-SVSP_1	98.1	262	5	0	1	262	1	262	1.18e-199	544	263	262
Venom_SVSP-1	crovir-protein-SVSP_5	72.4	261	70	1	1	261	1	259	2.18e-142	399	263	260
Venom_SVSP-1	crovir-protein-SVSP_4	69.3	261	78	1	1	261	1	259	3.81e-136	383	263	260
Venom_SVSP-1	crovir-protein-SVSP_7	67.0	261	82	2	1	261	1	257	9.18e-125	354	263	258
Venom_SVSP-1	crovir-protein-SVSP_8	64.8	261	88	2	1	261	1	257	2.04e-121	346	263	258
Venom_SVSP-1	crovir-protein-SVSP_6	65.5	261	67	1	1	261	1	238	9.54e-121	343	263	242
Venom_SVSP-1	crovir-protein-SVSP_3	61.7	261	95	2	1	261	1	256	3.92e-114	327	263	257
Venom_SVSP-1	crovir-protein-SVSP_2	77.1	205	34	2	1	205	1	192	6.41e-112	319	263	192
Venom_SVSP-1	crovir-protein-SVSP_9	60.2	254	88	2	19	261	36	287	1.75e-110	319	263	288
Venom_SVSP-1	crovir-protein-13103	30.0	243	149	8	19	248	198	432	3.65e-32	122	263	483
Venom_SVSP-1	crovir-protein-2795	34.5	226	111	11	52	249	62	278	8.70e-31	115	263	314
Venom_SVSP-1	crovir-protein-13731	31.8	242	142	9	21	250	332	562	2.71e-29	115	263	565
Venom_SVSP-1	crovir-protein-2362	35.5	211	112	9	52	248	50	250	1.11e-28	108	263	256
Venom_SVSP-1	crovir-protein-15163	28.0	254	123	8	19	255	26	236	7.51e-28	106	263	236
Venom_SVSP-1	crovir-protein-7478	29.0	255	146	10	25	249	358	607	8.33e-25	102	263	615
Venom_SVSP-1	crovir-protein-17002	29.3	198	128	6	72	262	328	520	1.09e-22	96.3	263	613
Venom_SVSP-1	crovir-protein-6830	27.1	240	158	9	25	256	54	284	4.09e-22	92.0	263	284
Venom_SVSP-1	crovir-protein-3046	25.6	258	155	8	19	259	43	280	3.63e-16	77.0	263	508
Venom_SVSP-1	crovir-protein-10630	29.5	173	109	6	50	213	159	327	5.97e-16	76.6	263	833
Venom_SVSP-1	crovir-protein-2788	24.9	173	106	6	51	205	60	226	4.38e-12	63.5	263	241
Venom_SVSP-2	crovir-protein-SVSP_1	80.8	261	50	0	1	261	1	261	3.19e-163	452	263	262
Venom_SVSP-2	crovir-protein-SVSP_5	77.4	261	57	1	1	261	1	259	9.19e-151	420	263	260
Venom_SVSP-2	crovir-protein-SVSP_4	73.3	262	68	1	1	262	1	260	2.18e-142	399	263	260
Venom_SVSP-2	crovir-protein-SVSP_2	93.2	205	1	2	1	205	1	192	4.13e-138	385	263	192
Venom_SVSP-2	crovir-protein-SVSP_7	71.0	262	72	2	1	262	1	258	3.93e-133	375	263	258
Venom_SVSP-2	crovir-protein-SVSP_6	69.0	261	58	2	1	261	1	238	5.51e-127	359	263	242
Venom_SVSP-2	crovir-protein-SVSP_8	66.3	261	84	2	1	261	1	257	2.63e-124	353	263	258
Venom_SVSP-2	crovir-protein-SVSP_3	63.4	262	91	2	1	262	1	257	3.08e-118	338	263	257
Venom_SVSP-2	crovir-protein-SVSP_9	63.7	256	80	2	18	262	35	288	3.13e-118	339	263	288
Venom_SVSP-2	crovir-protein-15161	38.2	241	131	6	18	253	72	299	3.25e-53	174	263	301
Venom_SVSP-2	crovir-protein-15157	36.3	237	137	5	20	253	132	357	2.66e-49	165	263	359
Venom_SVSP-2	crovir-protein-17141	36.0	242	133	8	25	248	51	288	9.00e-35	131	263	1561
Venom_SVSP-2	crovir-protein-2795	33.5	236	122	10	52	260	62	289	1.02e-34	126	263	314
Venom_SVSP-2	crovir-protein-15163	31.1	257	107	9	19	253	26	234	3.62e-34	122	263	236
Venom_SVSP-2	crovir-protein-13731	35.0	243	133	12	21	250	332	562	3.99e-33	125	263	565
Venom_SVSP-2	crovir-protein-13103	30.9	243	151	7	19	250	198	434	5.26e-33	124	263	483
Venom_SVSP-2	crovir-protein-4572	31.9	235	145	7	25	248	394	624	3.22e-31	120	263	631
Venom_SVSP-2	crovir-protein-12135	32.7	217	126	8	51	253	614	824	8.84e-30	117	263	825
Venom_SVSP-2	crovir-protein-16035	33.0	209	126	8	52	253	60	261	9.62e-28	106	263	263
Venom_SVSP-2	crovir-protein-3820	29.1	258	153	11	21	258	45	292	2.42e-26	103	263	311
Venom_SVSP-2	crovir-protein-15790	32.6	230	142	9	29	252	43	265	4.34e-26	102	263	270
Venom_SVSP-2	crovir-protein-6830	28.5	235	155	7	25	253	54	281	5.72e-25	99.8	263	284
Venom_SVSP-2	crovir-protein-237	31.0	210	125	7	52	249	20	221	7.03e-25	98.2	263	227
Venom_SVSP-2	crovir-protein-12262	31.4	236	134	8	46	255	78	311	1.64e-23	99.0	263	1348
Venom_SVSP-2	crovir-protein-17002	29.7	182	117	5	87	261	342	519	3.69e-22	94.7	263	613
Venom_SVSP-2	crovir-protein-3046	26.4	261	149	10	19	259	43	280	4.90e-16	76.6	263	508
Venom_SVSP-2	crovir-protein-11620	28.6	227	118	10	38	252	100	294	1.26e-15	74.3	263	299
Venom_SVSP-2	crovir-protein-14486	26.8	261	133	12	25	262	51	276	1.44e-14	71.2	263	292
Venom_SVSP-2	crovir-protein-2788	27.8	169	104	6	51	204	60	225	6.71e-13	65.9	263	241
Venom_SVSP-3	crovir-protein-SVSP_5	96.1	259	10	0	1	259	1	259	5.61e-191	522	264	260
Venom_SVSP-3	crovir-protein-SVSP_4	90.0	259	26	0	1	259	1	259	2.52e-178	490	264	260
Venom_SVSP-3	crovir-protein-SVSP_6	79.8	263	32	1	1	263	1	242	3.31e-156	433	264	242
Venom_SVSP-3	crovir-protein-SVSP_7	77.6	259	56	1	1	259	1	257	1.21e-148	415	264	258
Venom_SVSP-3	crovir-protein-SVSP_8	72.6	259	69	1	1	259	1	257	4.06e-140	393	264	258
Venom_SVSP-3	crovir-protein-SVSP_3	71.8	259	70	2	1	259	1	256	5.31e-138	388	264	257
Venom_SVSP-3	crovir-protein-SVSP_1	70.5	261	75	1	1	259	1	261	5.19e-137	385	264	262
Venom_SVSP-3	crovir-protein-SVSP_9	72.2	255	56	3	18	259	35	287	3.53e-134	379	264	288
Venom_SVSP-3	crovir-protein-SVSP_2	75.5	204	35	3	1	202	1	191	8.92e-103	296	264	192
Venom_SVSP-3	crovir-protein-15161	38.1	236	140	4	18	253	72	301	2.38e-53	174	264	301
Venom_SVSP-3	crovir-protein-15157	38.5	234	138	4	20	253	132	359	1.27e-50	169	264	359
Venom_SVSP-3	crovir-protein-15163	30.7	254	114	8	19	253	26	236	2.19e-32	118	264	236
Venom_SVSP-3	crovir-protein-13103	32.5	240	149	7	19	248	198	434	9.87e-32	121	264	483
Venom_SVSP-3	crovir-protein-2795	30.5	249	146	8	22	247	34	278	1.25e-30	115	264	314
Venom_SVSP-3	crovir-protein-16035	32.2	239	143	10	25	253	34	263	2.47e-29	110	264	263
Venom_SVSP-3	crovir-protein-7672	30.6	252	156	8	25	260	703	951	5.91e-29	114	264	951
Venom_SVSP-3	crovir-protein-6830	28.8	236	155	8	25	253	54	283	7.70e-28	107	264	284
Venom_SVSP-3	crovir-protein-3355	31.5	213	124	7	25	222	238	443	2.07e-23	98.6	264	864
Venom_SVSP-3	crovir-protein-237	28.8	212	127	9	50	247	20	221	4.06e-20	85.5	264	227
Venom_SVSP-3	crovir-protein-2788	25.9	197	134	5	19	203	30	226	1.66e-15	73.2	264	241
Venom_SVSP-3	crovir-protein-3046	25.3	265	143	10	19	256	43	279	4.86e-13	67.8	264	508
Venom_SVSP-4	crovir-protein-SVSP_5	97.7	260	6	0	1	260	1	260	1.75e-194	531	264	260
Venom_SVSP-4	crovir-protein-SVSP_4	89.6	259	27	0	1	259	1	259	4.88e-176	484	264	260
Venom_SVSP-4	crovir-protein-SVSP_6	81.4	263	28	1	1	263	1	242	9.92e-158	437	264	242
Venom_SVSP-4	crovir-protein-SVSP_7	77.2	259	57	1	1	259	1	257	9.90e-148	412	264	258
Venom_SVSP-4	crovir-protein-SVSP_8	73.7	259	66	1	1	259	1	257	1.00e-140	395	264	258
Venom_SVSP-4	crovir-protein-SVSP_3	71.8	259	70	2	1	259	1	256	1.52e-137	387	264	257
Venom_SVSP-4	crovir-protein-SVSP_1	70.1	261	76	1	1	259	1	261	2.11e-136	384	264	262
Venom_SVSP-4	crovir-protein-SVSP_9	71.8	255	57	3	18	259	35	287	4.75e-132	374	264	288
Venom_SVSP-4	crovir-protein-SVSP_2	75.0	204	36	3	1	202	1	191	4.20e-101	292	264	192
Venom_SVSP-4	crovir-protein-15161	39.2	237	136	5	18	253	72	301	1.33e-52	172	264	301
Venom_SVSP-4	crovir-protein-15157	39.7	234	135	4	20	253	132	359	1.16e-51	171	264	359
Venom_SVSP-4	crovir-protein-13103	34.6	240	144	7	19	248	198	434	3.01e-35	130	264	483
Venom_SVSP-4	crovir-protein-15163	31.4	255	111	7	19	253	26	236	4.01e-33	120	264	236
Venom_SVSP-4	crovir-protein-2795	32.1	249	142	8	22	247	34	278	8.28e-33	121	264	314
Venom_SVSP-4	crovir-protein-16035	33.9	239	139	10	25	253	34	263	2.94e-32	118	264	263
Venom_SVSP-4	crovir-protein-17141	33.1	257	144	9	25	259	51	301	4.16e-30	118	264	1561
Venom_SVSP-4	crovir-protein-12135	29.9	251	148	9	19	251	584	824	4.93e-30	117	264	825
Venom_SVSP-4	crovir-protein-7672	31.3	243	149	7	25	252	703	942	1.09e-28	114	264	951
Venom_SVSP-4	crovir-protein-6830	30.1	236	152	8	25	253	54	283	1.45e-28	109	264	284
Venom_SVSP-4	crovir-protein-4572	33.3	237	137	9	25	246	394	624	1.62e-28	113	264	631
Venom_SVSP-4	crovir-protein-15790	30.6	222	143	7	38	254	54	269	1.17e-26	103	264	270
Venom_SVSP-4	crovir-protein-3355	31.9	213	123	7	25	222	238	443	2.80e-23	98.2	264	864
Venom_SVSP-4	crovir-protein-237	30.6	219	127	10	43	247	14	221	2.81e-23	94.0	264	227
Venom_SVSP-4	crovir-protein-12262	28.2	248	150	7	25	246	59	304	2.15e-21	92.8	264	1348
Venom_SVSP-4	crovir-protein-3820	28.7	247	148	10	21	247	45	283	4.13e-20	87.0	264	311
Venom_SVSP-4	crovir-protein-2788	26.4	197	133	5	19	203	30	226	4.60e-16	74.7	264	241
Venom_SVSP-4	crovir-protein-11620	27.1	225	122	9	38	250	100	294	5.41e-14	69.7	264	299
Venom_SVSP-4	crovir-protein-3046	26.9	253	146	10	19	252	43	275	2.68e-13	68.6	264	508
Venom_SVSP-4	crovir-protein-14486	27.8	245	127	12	25	250	51	264	3.82e-12	64.3	264	292
Venom_SVSP-5	crovir-protein-SVSP_8	80.5	257	50	0	1	257	1	257	1.04e-150	420	259	258
Venom_SVSP-5	crovir-protein-SVSP_7	77.5	258	58	0	1	258	1	258	1.34e-146	409	259	258
Venom_SVSP-5	crovir-protein-SVSP_5	76.8	259	58	1	1	257	1	259	4.81e-145	405	259	260
Venom_SVSP-5	crovir-protein-SVSP_4	76.2	260	60	1	1	258	1	260	1.60e-143	402	259	260
Venom_SVSP-5	crovir-protein-SVSP_3	72.5	258	70	1	1	258	1	257	4.83e-135	380	259	257
Venom_SVSP-5	crovir-protein-SVSP_9	69.3	254	65	2	18	258	35	288	4.74e-126	358	259	288
Venom_SVSP-5	crovir-protein-SVSP_6	69.9	259	55	2	1	257	1	238	1.05e-123	351	259	242
Venom_SVSP-5	crovir-protein-SVSP_1	65.1	261	87	2	1	257	1	261	4.22e-116	332	259	262
Venom_SVSP-5	crovir-protein-SVSP_2	67.2	204	50	4	1	200	1	191	4.19e-83	246	259	192
Venom_SVSP-5	crovir-protein-15157	39.7	232	136	4	20	251	132	359	8.40e-50	166	259	359
Venom_SVSP-5	crovir-protein-15161	37.8	238	136	5	18	251	72	301	3.73e-47	158	259	301
Venom_SVSP-5	crovir-protein-13103	35.4	246	132	7	19	246	198	434	3.52e-34	127	259	483
Venom_SVSP-5	crovir-protein-2795	36.8	223	108	10	50	245	62	278	1.47e-31	117	259	314
Venom_SVSP-5	crovir-protein-6830	33.3	234	145	7	25	251	54	283	3.08e-31	116	259	284
Venom_SVSP-5	crovir-protein-4572	34.9	235	134	9	25	244	394	624	1.86e-30	118	259	631
Venom_SVSP-5	crovir-protein-15163	33.1	251	110	6	19	251	26	236	4.60e-29	109	259	236
Venom_SVSP-5	crovir-protein-15790	36.7	221	127	10	39	252	55	269	9.66e-29	109	259	270
Venom_SVSP-5	crovir-protein-16035	30.6	242	141	10	25	251	34	263	4.80e-26	102	259	263
Venom_SVSP-5	crovir-protein-237	31.1	209	124	8	50	245	20	221	6.98e-22	90.1	259	227
Venom_SVSP-5	crovir-protein-16943	32.4	225	116	9	52	249	246	461	1.12e-21	92.8	259	464
Venom_SVSP-5	crovir-protein-12262	30.5	233	132	7	40	244	74	304	1.32e-19	87.4	259	1348
Venom_SVSP-5	crovir-protein-2788	27.7	206	117	8	19	201	30	226	2.10e-15	72.8	259	241
Venom_SVSP-5	crovir-protein-10630	29.2	195	126	6	25	209	135	327	2.71e-14	71.6	259	833
Venom_SVSP-5	crovir-protein-3046	27.8	245	152	8	19	250	43	275	2.67e-12	65.5	259	508
Venom_SVSP-6	crovir-protein-SVSP_9	94.1	254	4	1	18	260	35	288	1.59e-180	496	261	288
Venom_SVSP-6	crovir-protein-SVSP_4	78.6	262	52	2	1	260	1	260	3.62e-152	424	261	260
Venom_SVSP-6	crovir-protein-SVSP_5	79.3	261	50	2	1	259	1	259	3.62e-152	424	261	260
Venom_SVSP-6	crovir-protein-SVSP_7	77.7	260	56	1	1	260	1	258	1.07e-148	415	261	258
Venom_SVSP-6	crovir-protein-SVSP_8	75.7	259	61	1	1	259	1	257	1.39e-144	404	261	258
Venom_SVSP-6	crovir-protein-SVSP_3	73.1	260	67	1	1	260	1	257	4.72e-138	388	261	257
Venom_SVSP-6	crovir-protein-SVSP_6	71.3	261	50	2	1	259	1	238	2.29e-130	368	261	242
Venom_SVSP-6	crovir-protein-SVSP_1	65.9	261	87	1	1	259	1	261	2.41e-125	356	261	262
Venom_SVSP-6	crovir-protein-SVSP_2	70.1	204	46	3	1	202	1	191	6.41e-95	276	261	192
Venom_SVSP-6	crovir-protein-15157	38.9	229	134	4	25	253	137	359	2.45e-53	176	261	359
Venom_SVSP-6	crovir-protein-15161	36.8	239	139	7	18	253	72	301	8.27e-50	165	261	301
Venom_SVSP-6	crovir-protein-13103	34.0	241	144	8	19	248	198	434	9.51e-33	124	261	483
Venom_SVSP-6	crovir-protein-6830	33.8	237	142	9	25	253	54	283	1.18e-31	117	261	284
Venom_SVSP-6	crovir-protein-2795	35.1	222	113	10	52	247	62	278	3.14e-30	114	261	314
Venom_SVSP-6	crovir-protein-4572	32.6	236	140	8	25	246	394	624	3.66e-30	117	261	631
Venom_SVSP-6	crovir-protein-15163	30.2	248	111	7	25	253	32	236	1.25e-29	110	261	236
Venom_SVSP-6	crovir-protein-15790	32.4	241	148	9	20	254	38	269	1.36e-29	111	261	270
Venom_SVSP-6	crovir-protein-16035	32.2	236	147	9	25	253	34	263	1.79e-27	105	261	263
Venom_SVSP-6	crovir-protein-7672	31.4	245	146	9	25	252	703	942	2.13e-27	110	261	951
Venom_SVSP-6	crovir-protein-2782	31.7	268	132	12	25	254	47	301	8.93e-27	105	261	334
Venom_SVSP-6	crovir-protein-2362	34.9	218	114	11	46	246	44	250	1.66e-25	100	261	256
Venom_SVSP-6	crovir-protein-10489	31.9	248	140	13	25	250	283	523	1.22e-24	101	261	531
Venom_SVSP-6	crovir-protein-237	30.3	218	137	8	40	247	9	221	3.76e-22	90.9	261	227
Venom_SVSP-6	crovir-protein-12262	28.4	229	134	7	46	246	78	304	6.26e-19	85.5	261	1348
Venom_SVSP-6	crovir-protein-2366	34.0	147	79	7	112	246	241	381	5.52e-17	79.0	261	387
Venom_SVSP-6	crovir-protein-11620	25.9	224	126	8	38	250	100	294	1.85e-16	76.6	261	299
Venom_SVSP-6	crovir-protein-10630	31.6	196	122	6	25	211	135	327	3.15e-16	77.4	261	833
Venom_SVSP-6	crovir-protein-3046	26.9	253	134	10	25	252	49	275	8.39e-13	67.0	261	508
Venom_SVSP-6	crovir-protein-2788	24.9	173	116	4	45	203	54	226	2.40e-10	58.5	261	241
Venom_SVSP-7	crovir-protein-SVSP_8	96.1	258	10	0	1	258	1	258	1.42e-189	518	259	258
Venom_SVSP-7	crovir-protein-SVSP_4	77.2	259	57	1	1	257	1	259	1.02e-146	410	259	260
Venom_SVSP-7	crovir-protein-SVSP_5	75.0	260	63	1	1	258	1	260	6.83e-145	405	259	260
Venom_SVSP-7	crovir-protein-SVSP_7	77.0	257	59	0	1	257	1	257	9.03e-145	405	259	258
Venom_SVSP-7	crovir-protein-SVSP_3	74.3	257	65	1	1	257	1	256	5.32e-139	390	259	257
Venom_SVSP-7	crovir-protein-SVSP_9	70.8	253	61	2	18	257	35	287	3.71e-130	369	259	288
Venom_SVSP-7	crovir-protein-SVSP_6	68.7	259	58	2	1	257	1	238	6.06e-123	349	259	242
Venom_SVSP-7	crovir-protein-SVSP_1	65.5	261	86	2	1	257	1	261	9.97e-122	347	259	262
Venom_SVSP-7	crovir-protein-SVSP_2	65.7	204	53	4	1	200	1	191	8.95e-85	250	259	192
Venom_SVSP-7	crovir-protein-15157	42.7	227	126	4	25	251	137	359	3.40e-56	183	259	359
Venom_SVSP-7	crovir-protein-15161	38.6	236	137	6	18	251	72	301	3.07e-49	163	259	301
Venom_SVSP-7	crovir-protein-13103	36.2	243	134	7	19	246	198	434	5.22e-39	140	259	483
Venom_SVSP-7	crovir-protein-2795	36.4	247	126	9	25	245	37	278	3.33e-35	127	259	314
Venom_SVSP-7	crovir-protein-15790	35.6	222	128	8	39	252	55	269	8.29e-32	117	259	270
Venom_SVSP-7	crovir-protein-15163	32.9	246	105	7	25	251	32	236	1.04e-31	116	259	236
Venom_SVSP-7	crovir-protein-12135	35.1	225	108	9	49	249	614	824	6.85e-31	120	259	825
Venom_SVSP-7	crovir-protein-6830	32.5	234	147	7	25	251	54	283	6.31e-30	112	259	284
Venom_SVSP-7	crovir-protein-16035	32.3	229	124	11	40	251	49	263	1.56e-29	111	259	263
Venom_SVSP-7	crovir-protein-4572	34.2	234	137	7	25	244	394	624	7.65e-29	114	259	631
Venom_SVSP-7	crovir-protein-17141	33.9	227	128	8	50	258	80	302	1.20e-27	110	259	1561
Venom_SVSP-7	crovir-protein-16809	31.3	233	119	9	52	245	187	417	2.78e-26	105	259	432
Venom_SVSP-7	crovir-protein-237	31.5	222	131	9	38	245	7	221	3.41e-24	96.3	259	227
Venom_SVSP-7	crovir-protein-12262	31.2	247	135	8	25	244	66	304	1.48e-23	99.0	259	1348
Venom_SVSP-7	crovir-protein-3820	32.8	238	129	12	38	254	65	292	1.56e-23	96.3	259	311
Venom_SVSP-7	crovir-protein-15100	30.9	223	122	9	51	248	365	580	3.74e-21	91.7	259	588
Venom_SVSP-7	crovir-protein-2788	27.7	206	117	7	19	201	30	226	8.79e-18	79.3	259	241
Venom_SVSP-7	crovir-protein-3802	30.8	195	104	7	25	201	245	426	1.69e-16	78.2	259	905
Venom_SVSP-7	crovir-protein-15164	38.8	98	55	3	157	251	15	110	5.55e-16	71.2	259	110
Venom_SVSP-7	crovir-protein-15097	30.8	237	117	11	51	249	442	669	6.99e-16	76.3	259	679
Venom_SVSP-7	crovir-protein-3046	27.5	244	142	8	25	250	49	275	3.04e-14	71.2	259	508
Venom_SVSP-7	crovir-protein-14486	27.0	252	130	12	26	257	59	276	3.56e-12	64.3	259	292
Venom_SVSP-8	crovir-protein-SVSP_5	74.5	259	64	1	1	257	1	259	5.92e-139	390	259	260
Venom_SVSP-8	crovir-protein-SVSP_7	71.3	258	74	0	1	258	1	258	7.87e-132	372	259	258
Venom_SVSP-8	crovir-protein-SVSP_3	71.3	258	73	1	1	258	1	257	1.53e-131	371	259	257
